Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
215.00	2.0000	0.22524	4.4398	1873.8	2761.8	45.973	9.6009	13.735	1127.8	-0.0067583	7.0975e-06	0.14207	vapor
216.00	2.0000	0.22420	4.4604	1883.4	2775.5	46.037	9.6125	13.746	1130.2	-0.0071736	7.1204e-06	0.14265	vapor
217.00	2.0000	0.22316	4.4810	1893.0	2789.3	46.100	9.6239	13.757	1132.6	-0.0075841	7.1433e-06	0.14323	vapor
218.00	2.0000	0.22214	4.5017	1902.7	2803.0	46.164	9.6351	13.769	1135.0	-0.0079897	7.1661e-06	0.14381	vapor
219.00	2.0000	0.22112	4.5223	1912.3	2816.8	46.227	9.6462	13.780	1137.4	-0.0083906	7.1889e-06	0.14439	vapor
220.00	2.0000	0.22012	4.5430	1922.0	2830.6	46.289	9.6572	13.790	1139.8	-0.0087868	7.2117e-06	0.14496	vapor
221.00	2.0000	0.21912	4.5636	1931.7	2844.4	46.352	9.6680	13.801	1142.2	-0.0091784	7.2344e-06	0.14554	vapor
222.00	2.0000	0.21814	4.5843	1941.3	2858.2	46.414	9.6787	13.812	1144.6	-0.0095656	7.2571e-06	0.14611	vapor
223.00	2.0000	0.21716	4.6049	1951.0	2872.0	46.476	9.6892	13.822	1147.0	-0.0099483	7.2798e-06	0.14668	vapor
224.00	2.0000	0.21619	4.6256	1960.7	2885.8	46.538	9.6996	13.833	1149.4	-0.010327	7.3024e-06	0.14725	vapor
225.00	2.0000	0.21523	4.6462	1970.4	2899.7	46.600	9.7099	13.843	1151.7	-0.010701	7.3250e-06	0.14782	vapor
226.00	2.0000	0.21428	4.6668	1980.1	2913.5	46.661	9.7201	13.853	1154.1	-0.011071	7.3476e-06	0.14838	vapor
227.00	2.0000	0.21333	4.6875	1989.9	2927.4	46.722	9.7301	13.863	1156.5	-0.011436	7.3701e-06	0.14895	vapor
228.00	2.0000	0.21240	4.7081	1999.6	2941.2	46.783	9.7400	13.873	1158.8	-0.011798	7.3926e-06	0.14951	vapor
229.00	2.0000	0.21147	4.7288	2009.4	2955.1	46.844	9.7497	13.882	1161.2	-0.012156	7.4150e-06	0.15008	vapor
230.00	2.0000	0.21055	4.7494	2019.1	2969.0	46.905	9.7594	13.892	1163.6	-0.012510	7.4375e-06	0.15064	vapor
231.00	2.0000	0.20964	4.7701	2028.9	2982.9	46.965	9.7689	13.901	1165.9	-0.012860	7.4599e-06	0.15120	vapor
232.00	2.0000	0.20874	4.7907	2038.7	2996.8	47.025	9.7783	13.910	1168.3	-0.013206	7.4823e-06	0.15175	vapor
233.00	2.0000	0.20784	4.8113	2048.5	3010.7	47.085	9.7875	13.920	1170.6	-0.013548	7.5046e-06	0.15231	vapor
234.00	2.0000	0.20695	4.8320	2058.2	3024.6	47.145	9.7966	13.929	1172.9	-0.013887	7.5269e-06	0.15287	vapor
235.00	2.0000	0.20607	4.8526	2068.1	3038.6	47.204	9.8057	13.938	1175.3	-0.014222	7.5492e-06	0.15342	vapor
236.00	2.0000	0.20520	4.8733	2077.9	3052.5	47.263	9.8146	13.946	1177.6	-0.014554	7.5714e-06	0.15397	vapor
237.00	2.0000	0.20434	4.8939	2087.7	3066.5	47.322	9.8233	13.955	1180.0	-0.014882	7.5936e-06	0.15452	vapor
238.00	2.0000	0.20348	4.9145	2097.5	3080.4	47.381	9.8320	13.964	1182.3	-0.015206	7.6158e-06	0.15507	vapor
239.00	2.0000	0.20263	4.9352	2107.4	3094.4	47.439	9.8405	13.972	1184.6	-0.015527	7.6380e-06	0.15562	vapor
240.00	2.0000	0.20178	4.9558	2117.2	3108.4	47.498	9.8490	13.981	1186.9	-0.015845	7.6601e-06	0.15617	vapor
241.00	2.0000	0.20095	4.9765	2127.1	3122.4	47.556	9.8573	13.989	1189.2	-0.016160	7.6822e-06	0.15672	vapor
242.00	2.0000	0.20012	4.9971	2136.9	3136.4	47.614	9.8655	13.997	1191.6	-0.016471	7.7043e-06	0.15726	vapor
243.00	2.0000	0.19929	5.0177	2146.8	3150.4	47.672	9.8736	14.005	1193.9	-0.016779	7.7263e-06	0.15780	vapor
244.00	2.0000	0.19848	5.0384	2156.7	3164.4	47.729	9.8816	14.013	1196.2	-0.017084	7.7483e-06	0.15835	vapor
245.00	2.0000	0.19767	5.0590	2166.6	3178.4	47.787	9.8895	14.021	1198.5	-0.017386	7.7703e-06	0.15889	vapor
246.00	2.0000	0.19686	5.0797	2176.5	3192.4	47.844	9.8972	14.028	1200.8	-0.017685	7.7922e-06	0.15943	vapor
247.00	2.0000	0.19607	5.1003	2186.4	3206.4	47.901	9.9049	14.036	1203.1	-0.017981	7.8142e-06	0.15997	vapor
248.00	2.0000	0.19528	5.1209	2196.3	3220.5	47.957	9.9125	14.043	1205.4	-0.018274	7.8360e-06	0.16050	vapor
249.00	2.0000	0.19449	5.1416	2206.2	3234.5	48.014	9.9199	14.051	1207.6	-0.018564	7.8579e-06	0.16104	vapor
250.00	2.0000	0.19372	5.1622	2216.1	3248.6	48.070	9.9273	14.058	1209.9	-0.018851	7.8797e-06	0.16157	vapor
251.00	2.0000	0.19294	5.1829	2226.1	3262.6	48.126	9.9345	14.065	1212.2	-0.019136	7.9015e-06	0.16211	vapor
252.00	2.0000	0.19218	5.2035	2236.0	3276.7	48.182	9.9417	14.072	1214.5	-0.019418	7.9233e-06	0.16264	vapor
253.00	2.0000	0.19142	5.2241	2246.0	3290.8	48.238	9.9487	14.079	1216.8	-0.019696	7.9451e-06	0.16317	vapor
254.00	2.0000	0.19067	5.2448	2255.9	3304.9	48.294	9.9557	14.086	1219.0	-0.019973	7.9668e-06	0.16370	vapor
255.00	2.0000	0.18992	5.2654	2265.9	3319.0	48.349	9.9625	14.093	1221.3	-0.020246	7.9885e-06	0.16422	vapor
256.00	2.0000	0.18918	5.2860	2275.8	3333.1	48.404	9.9693	14.100	1223.6	-0.020517	8.0102e-06	0.16475	vapor
257.00	2.0000	0.18844	5.3067	2285.8	3347.2	48.459	9.9760	14.106	1225.8	-0.020785	8.0318e-06	0.16528	vapor
258.00	2.0000	0.18771	5.3273	2295.8	3361.3	48.514	9.9825	14.113	1228.1	-0.021051	8.0534e-06	0.16580	vapor
259.00	2.0000	0.18699	5.3480	2305.8	3375.4	48.568	9.9890	14.119	1230.3	-0.021315	8.0750e-06	0.16633	vapor
260.00	2.0000	0.18627	5.3686	2315.8	3389.5	48.623	9.9954	14.126	1232.6	-0.021575	8.0966e-06	0.16685	vapor
261.00	2.0000	0.18556	5.3892	2325.8	3403.6	48.677	10.002	14.132	1234.8	-0.021834	8.1181e-06	0.16737	vapor
262.00	2.0000	0.18485	5.4099	2335.8	3417.8	48.731	10.008	14.138	1237.1	-0.022090	8.1396e-06	0.16789	vapor
263.00	2.0000	0.18415	5.4305	2345.8	3431.9	48.785	10.014	14.144	1239.3	-0.022344	8.1611e-06	0.16841	vapor
264.00	2.0000	0.18345	5.4511	2355.8	3446.1	48.839	10.020	14.150	1241.6	-0.022595	8.1826e-06	0.16892	vapor
265.00	2.0000	0.18276	5.4718	2365.9	3460.2	48.892	10.026	14.156	1243.8	-0.022844	8.2040e-06	0.16944	vapor
266.00	2.0000	0.18207	5.4924	2375.9	3474.4	48.946	10.032	14.162	1246.0	-0.023091	8.2254e-06	0.16995	vapor
267.00	2.0000	0.18139	5.5130	2385.9	3488.5	48.999	10.038	14.167	1248.3	-0.023335	8.2468e-06	0.17047	vapor
268.00	2.0000	0.18071	5.5337	2396.0	3502.7	49.052	10.043	14.173	1250.5	-0.023578	8.2681e-06	0.17098	vapor
269.00	2.0000	0.18004	5.5543	2406.0	3516.9	49.104	10.049	14.179	1252.7	-0.023818	8.2895e-06	0.17149	vapor
270.00	2.0000	0.17937	5.5749	2416.1	3531.1	49.157	10.055	14.184	1254.9	-0.024056	8.3108e-06	0.17200	vapor
271.00	2.0000	0.17871	5.5956	2426.1	3545.2	49.210	10.060	14.190	1257.2	-0.024292	8.3321e-06	0.17251	vapor
272.00	2.0000	0.17806	5.6162	2436.2	3559.4	49.262	10.065	14.195	1259.4	-0.024526	8.3533e-06	0.17302	vapor
273.00	2.0000	0.17740	5.6369	2446.3	3573.6	49.314	10.071	14.200	1261.6	-0.024757	8.3746e-06	0.17353	vapor
274.00	2.0000	0.17676	5.6575	2456.3	3587.8	49.366	10.076	14.205	1263.8	-0.024987	8.3958e-06	0.17403	vapor
275.00	2.0000	0.17611	5.6781	2466.4	3602.0	49.418	10.081	14.210	1266.0	-0.025215	8.4169e-06	0.17454	vapor
276.00	2.0000	0.17548	5.6988	2476.5	3616.3	49.469	10.086	14.215	1268.2	-0.025441	8.4381e-06	0.17504	vapor
277.00	2.0000	0.17484	5.7194	2486.6	3630.5	49.521	10.091	14.220	1270.4	-0.025664	8.4592e-06	0.17555	vapor
278.00	2.0000	0.17422	5.7400	2496.7	3644.7	49.572	10.096	14.225	1272.6	-0.025886	8.4803e-06	0.17605	vapor
279.00	2.0000	0.17359	5.7607	2506.8	3658.9	49.623	10.101	14.230	1274.8	-0.026106	8.5014e-06	0.17655	vapor
280.00	2.0000	0.17297	5.7813	2516.9	3673.2	49.674	10.106	14.235	1277.0	-0.026324	8.5225e-06	0.17705	vapor
281.00	2.0000	0.17236	5.8019	2527.0	3687.4	49.725	10.110	14.239	1279.2	-0.026541	8.5435e-06	0.17755	vapor
282.00	2.0000	0.17175	5.8226	2537.1	3701.6	49.775	10.115	14.244	1281.4	-0.026755	8.5646e-06	0.17804	vapor
283.00	2.0000	0.17114	5.8432	2547.2	3715.9	49.826	10.119	14.248	1283.5	-0.026968	8.5856e-06	0.17854	vapor
284.00	2.0000	0.17054	5.8638	2557.4	3730.1	49.876	10.124	14.253	1285.7	-0.027179	8.6065e-06	0.17904	vapor
285.00	2.0000	0.16994	5.8845	2567.5	3744.4	49.926	10.128	14.257	1287.9	-0.027388	8.6275e-06	0.17953	vapor
286.00	2.0000	0.16935	5.9051	2577.6	3758.6	49.976	10.133	14.262	1290.1	-0.027595	8.6484e-06	0.18002	vapor
287.00	2.0000	0.16876	5.9257	2587.8	3772.9	50.026	10.137	14.266	1292.2	-0.027801	8.6693e-06	0.18052	vapor
288.00	2.0000	0.16817	5.9464	2597.9	3787.2	50.075	10.141	14.270	1294.4	-0.028005	8.6902e-06	0.18101	vapor
289.00	2.0000	0.16759	5.9670	2608.1	3801.5	50.125	10.145	14.274	1296.6	-0.028207	8.7110e-06	0.18150	vapor
290.00	2.0000	0.16701	5.9876	2618.2	3815.7	50.174	10.150	14.278	1298.7	-0.028407	8.7319e-06	0.18199	vapor
291.00	2.0000	0.16644	6.0083	2628.4	3830.0	50.223	10.154	14.282	1300.9	-0.028607	8.7527e-06	0.18248	vapor
292.00	2.0000	0.16587	6.0289	2638.5	3844.3	50.272	10.158	14.286	1303.0	-0.028804	8.7735e-06	0.18296	vapor
293.00	2.0000	0.16530	6.0495	2648.7	3858.6	50.321	10.161	14.290	1305.2	-0.029000	8.7942e-06	0.18345	vapor
294.00	2.0000	0.16474	6.0702	2658.8	3872.9	50.370	10.165	14.294	1307.3	-0.029194	8.8150e-06	0.18394	vapor
295.00	2.0000	0.16418	6.0908	2669.0	3887.2	50.418	10.169	14.298	1309.5	-0.029387	8.8357e-06	0.18442	vapor
296.00	2.0000	0.16363	6.1114	2679.2	3901.5	50.467	10.173	14.301	1311.6	-0.029578	8.8564e-06	0.18491	vapor
297.00	2.0000	0.16308	6.1321	2689.4	3915.8	50.515	10.176	14.305	1313.8	-0.029767	8.8771e-06	0.18539	vapor
298.00	2.0000	0.16253	6.1527	2699.5	3930.1	50.563	10.180	14.309	1315.9	-0.029956	8.8978e-06	0.18587	vapor
299.00	2.0000	0.16199	6.1733	2709.7	3944.4	50.611	10.184	14.312	1318.0	-0.030142	8.9184e-06	0.18635	vapor
300.00	2.0000	0.16145	6.1940	2719.9	3958.7	50.659	10.187	14.316	1320.2	-0.030327	8.9390e-06	0.18683	vapor
301.00	2.0000	0.16091	6.2146	2730.1	3973.0	50.707	10.191	14.319	1322.3	-0.030511	8.9596e-06	0.18731	vapor
302.00	2.0000	0.16038	6.2352	2740.3	3987.3	50.754	10.194	14.322	1324.4	-0.030694	8.9802e-06	0.18779	vapor
303.00	2.0000	0.15985	6.2559	2750.5	4001.7	50.801	10.197	14.326	1326.5	-0.030874	9.0007e-06	0.18827	vapor
304.00	2.0000	0.15932	6.2765	2760.7	4016.0	50.849	10.201	14.329	1328.7	-0.031054	9.0213e-06	0.18874	vapor
305.00	2.0000	0.15880	6.2971	2770.9	4030.3	50.896	10.204	14.332	1330.8	-0.031232	9.0418e-06	0.18922	vapor
306.00	2.0000	0.15828	6.3177	2781.1	4044.7	50.943	10.207	14.335	1332.9	-0.031409	9.0623e-06	0.18969	vapor
307.00	2.0000	0.15777	6.3384	2791.3	4059.0	50.989	10.210	14.338	1335.0	-0.031584	9.0827e-06	0.19017	vapor
308.00	2.0000	0.15726	6.3590	2801.5	4073.3	51.036	10.213	14.341	1337.1	-0.031759	9.1032e-06	0.19064	vapor
309.00	2.0000	0.15675	6.3796	2811.7	4087.7	51.082	10.216	14.344	1339.2	-0.031931	9.1236e-06	0.19111	vapor
310.00	2.0000	0.15624	6.4003	2822.0	4102.0	51.129	10.219	14.347	1341.3	-0.032103	9.1440e-06	0.19158	vapor
311.00	2.0000	0.15574	6.4209	2832.2	4116.4	51.175	10.222	14.350	1343.4	-0.032273	9.1644e-06	0.19205	vapor
312.00	2.0000	0.15524	6.4415	2842.4	4130.7	51.221	10.225	14.353	1345.5	-0.032442	9.1848e-06	0.19252	vapor
313.00	2.0000	0.15475	6.4622	2852.6	4145.1	51.267	10.228	14.356	1347.6	-0.032610	9.2051e-06	0.19299	vapor
314.00	2.0000	0.15425	6.4828	2862.9	4159.4	51.313	10.231	14.359	1349.7	-0.032776	9.2255e-06	0.19346	vapor
315.00	2.0000	0.15377	6.5034	2873.1	4173.8	51.358	10.234	14.361	1351.8	-0.032941	9.2458e-06	0.19393	vapor
316.00	2.0000	0.15328	6.5241	2883.3	4188.2	51.404	10.236	14.364	1353.9	-0.033105	9.2661e-06	0.19439	vapor
317.00	2.0000	0.15280	6.5447	2893.6	4202.5	51.449	10.239	14.367	1356.0	-0.033268	9.2863e-06	0.19486	vapor
318.00	2.0000	0.15232	6.5653	2903.8	4216.9	51.495	10.242	14.369	1358.1	-0.033430	9.3066e-06	0.19533	vapor
319.00	2.0000	0.15184	6.5859	2914.1	4231.3	51.540	10.244	14.372	1360.2	-0.033590	9.3268e-06	0.19579	vapor
320.00	2.0000	0.15136	6.6066	2924.3	4245.6	51.585	10.247	14.374	1362.2	-0.033749	9.3470e-06	0.19625	vapor
321.00	2.0000	0.15089	6.6272	2934.6	4260.0	51.630	10.249	14.377	1364.3	-0.033907	9.3672e-06	0.19671	vapor
322.00	2.0000	0.15042	6.6478	2944.8	4274.4	51.674	10.252	14.379	1366.4	-0.034064	9.3874e-06	0.19718	vapor
323.00	2.0000	0.14996	6.6685	2955.1	4288.8	51.719	10.254	14.382	1368.4	-0.034220	9.4076e-06	0.19764	vapor
324.00	2.0000	0.14950	6.6891	2965.3	4303.1	51.763	10.256	14.384	1370.5	-0.034375	9.4277e-06	0.19810	vapor
325.00	2.0000	0.14904	6.7097	2975.6	4317.5	51.808	10.259	14.386	1372.6	-0.034529	9.4478e-06	0.19856	vapor
326.00	2.0000	0.14858	6.7304	2985.8	4331.9	51.852	10.261	14.388	1374.6	-0.034681	9.4679e-06	0.19902	vapor
327.00	2.0000	0.14813	6.7510	2996.1	4346.3	51.896	10.263	14.391	1376.7	-0.034832	9.4880e-06	0.19947	vapor
328.00	2.0000	0.14768	6.7716	3006.4	4360.7	51.940	10.265	14.393	1378.8	-0.034983	9.5081e-06	0.19993	vapor
329.00	2.0000	0.14723	6.7923	3016.6	4375.1	51.984	10.268	14.395	1380.8	-0.035132	9.5281e-06	0.20039	vapor
330.00	2.0000	0.14678	6.8129	3026.9	4389.5	52.027	10.270	14.397	1382.9	-0.035280	9.5481e-06	0.20084	vapor
331.00	2.0000	0.14634	6.8335	3037.2	4403.9	52.071	10.272	14.399	1384.9	-0.035428	9.5682e-06	0.20130	vapor
332.00	2.0000	0.14590	6.8541	3047.5	4418.3	52.114	10.274	14.401	1387.0	-0.035574	9.5881e-06	0.20175	vapor
333.00	2.0000	0.14546	6.8748	3057.7	4432.7	52.158	10.276	14.403	1389.0	-0.035719	9.6081e-06	0.20220	vapor
334.00	2.0000	0.14502	6.8954	3068.0	4447.1	52.201	10.278	14.405	1391.0	-0.035863	9.6281e-06	0.20266	vapor
335.00	2.0000	0.14459	6.9160	3078.3	4461.5	52.244	10.280	14.407	1393.1	-0.036006	9.6480e-06	0.20311	vapor
336.00	2.0000	0.14416	6.9367	3088.6	4475.9	52.287	10.282	14.409	1395.1	-0.036148	9.6679e-06	0.20356	vapor
337.00	2.0000	0.14373	6.9573	3098.9	4490.3	52.330	10.284	14.411	1397.1	-0.036290	9.6878e-06	0.20401	vapor
338.00	2.0000	0.14331	6.9779	3109.2	4504.7	52.372	10.286	14.413	1399.2	-0.036430	9.7077e-06	0.20446	vapor
339.00	2.0000	0.14289	6.9985	3119.4	4519.1	52.415	10.287	14.415	1401.2	-0.036569	9.7276e-06	0.20491	vapor
340.00	2.0000	0.14247	7.0192	3129.7	4533.6	52.458	10.289	14.416	1403.2	-0.036707	9.7474e-06	0.20536	vapor
341.00	2.0000	0.14205	7.0398	3140.0	4548.0	52.500	10.291	14.418	1405.3	-0.036845	9.7672e-06	0.20581	vapor
342.00	2.0000	0.14163	7.0604	3150.3	4562.4	52.542	10.293	14.420	1407.3	-0.036981	9.7871e-06	0.20625	vapor
343.00	2.0000	0.14122	7.0811	3160.6	4576.8	52.584	10.294	14.421	1409.3	-0.037117	9.8068e-06	0.20670	vapor
344.00	2.0000	0.14081	7.1017	3170.9	4591.2	52.626	10.296	14.423	1411.3	-0.037251	9.8266e-06	0.20715	vapor
345.00	2.0000	0.14040	7.1223	3181.2	4605.7	52.668	10.298	14.425	1413.3	-0.037385	9.8464e-06	0.20759	vapor
346.00	2.0000	0.14000	7.1429	3191.5	4620.1	52.710	10.299	14.426	1415.3	-0.037518	9.8661e-06	0.20804	vapor
347.00	2.0000	0.13960	7.1636	3201.8	4634.5	52.751	10.301	14.428	1417.3	-0.037650	9.8859e-06	0.20848	vapor
348.00	2.0000	0.13919	7.1842	3212.1	4648.9	52.793	10.303	14.429	1419.3	-0.037781	9.9056e-06	0.20892	vapor
349.00	2.0000	0.13880	7.2048	3222.4	4663.4	52.834	10.304	14.431	1421.3	-0.037911	9.9253e-06	0.20937	vapor
350.00	2.0000	0.13840	7.2255	3232.7	4677.8	52.876	10.306	14.432	1423.3	-0.038040	9.9449e-06	0.20981	vapor
351.00	2.0000	0.13801	7.2461	3243.0	4692.2	52.917	10.307	14.434	1425.3	-0.038169	9.9646e-06	0.21025	vapor
352.00	2.0000	0.13761	7.2667	3253.3	4706.7	52.958	10.309	14.435	1427.3	-0.038296	9.9842e-06	0.21069	vapor
353.00	2.0000	0.13722	7.2873	3263.6	4721.1	52.999	10.310	14.437	1429.3	-0.038423	1.0004e-05	0.21113	vapor
354.00	2.0000	0.13684	7.3080	3274.0	4735.6	53.040	10.311	14.438	1431.3	-0.038549	1.0023e-05	0.21157	vapor
355.00	2.0000	0.13645	7.3286	3284.3	4750.0	53.080	10.313	14.440	1433.3	-0.038674	1.0043e-05	0.21201	vapor
356.00	2.0000	0.13607	7.3492	3294.6	4764.4	53.121	10.314	14.441	1435.3	-0.038798	1.0063e-05	0.21245	vapor
357.00	2.0000	0.13569	7.3699	3304.9	4778.9	53.162	10.315	14.442	1437.3	-0.038922	1.0082e-05	0.21289	vapor
358.00	2.0000	0.13531	7.3905	3315.2	4793.3	53.202	10.317	14.443	1439.3	-0.039045	1.0102e-05	0.21332	vapor
359.00	2.0000	0.13493	7.4111	3325.5	4807.8	53.242	10.318	14.445	1441.2	-0.039167	1.0121e-05	0.21376	vapor
360.00	2.0000	0.13456	7.4317	3335.9	4822.2	53.282	10.319	14.446	1443.2	-0.039288	1.0141e-05	0.21420	vapor
361.00	2.0000	0.13419	7.4524	3346.2	4836.7	53.323	10.320	14.447	1445.2	-0.039408	1.0160e-05	0.21463	vapor
362.00	2.0000	0.13382	7.4730	3356.5	4851.1	53.362	10.322	14.448	1447.2	-0.039528	1.0180e-05	0.21507	vapor
363.00	2.0000	0.13345	7.4936	3366.8	4865.5	53.402	10.323	14.450	1449.1	-0.039646	1.0199e-05	0.21550	vapor
364.00	2.0000	0.13308	7.5143	3377.1	4880.0	53.442	10.324	14.451	1451.1	-0.039764	1.0219e-05	0.21593	vapor
365.00	2.0000	0.13272	7.5349	3387.5	4894.4	53.482	10.325	14.452	1453.1	-0.039882	1.0238e-05	0.21637	vapor
366.00	2.0000	0.13235	7.5555	3397.8	4908.9	53.521	10.326	14.453	1455.0	-0.039998	1.0258e-05	0.21680	vapor
367.00	2.0000	0.13199	7.5761	3408.1	4923.4	53.561	10.327	14.454	1457.0	-0.040114	1.0277e-05	0.21723	vapor
368.00	2.0000	0.13163	7.5968	3418.5	4937.8	53.600	10.329	14.455	1459.0	-0.040229	1.0296e-05	0.21766	vapor
369.00	2.0000	0.13128	7.6174	3428.8	4952.3	53.639	10.330	14.456	1460.9	-0.040343	1.0316e-05	0.21809	vapor
370.00	2.0000	0.13092	7.6380	3439.1	4966.7	53.678	10.331	14.457	1462.9	-0.040457	1.0335e-05	0.21853	vapor
371.00	2.0000	0.13057	7.6586	3449.4	4981.2	53.717	10.332	14.458	1464.8	-0.040570	1.0354e-05	0.21896	vapor
372.00	2.0000	0.13022	7.6793	3459.8	4995.6	53.756	10.333	14.459	1466.8	-0.040682	1.0374e-05	0.21938	vapor
373.00	2.0000	0.12987	7.6999	3470.1	5010.1	53.795	10.334	14.460	1468.7	-0.040793	1.0393e-05	0.21981	vapor
374.00	2.0000	0.12952	7.7205	3480.5	5024.6	53.834	10.335	14.461	1470.6	-0.040904	1.0412e-05	0.22024	vapor
375.00	2.0000	0.12918	7.7412	3490.8	5039.0	53.872	10.336	14.462	1472.6	-0.041014	1.0432e-05	0.22067	vapor
376.00	2.0000	0.12884	7.7618	3501.1	5053.5	53.911	10.337	14.463	1474.5	-0.041124	1.0451e-05	0.22110	vapor
377.00	2.0000	0.12849	7.7824	3511.5	5067.9	53.949	10.338	14.464	1476.5	-0.041232	1.0470e-05	0.22152	vapor
378.00	2.0000	0.12816	7.8030	3521.8	5082.4	53.988	10.338	14.465	1478.4	-0.041340	1.0489e-05	0.22195	vapor
379.00	2.0000	0.12782	7.8237	3532.1	5096.9	54.026	10.339	14.466	1480.3	-0.041448	1.0509e-05	0.22238	vapor
380.00	2.0000	0.12748	7.8443	3542.5	5111.3	54.064	10.340	14.467	1482.3	-0.041554	1.0528e-05	0.22280	vapor
381.00	2.0000	0.12715	7.8649	3552.8	5125.8	54.102	10.341	14.467	1484.2	-0.041660	1.0547e-05	0.22323	vapor
382.00	2.0000	0.12681	7.8855	3563.2	5140.3	54.140	10.342	14.468	1486.1	-0.041766	1.0566e-05	0.22365	vapor
383.00	2.0000	0.12648	7.9062	3573.5	5154.7	54.178	10.343	14.469	1488.0	-0.041871	1.0585e-05	0.22407	vapor
384.00	2.0000	0.12615	7.9268	3583.9	5169.2	54.216	10.344	14.470	1490.0	-0.041975	1.0604e-05	0.22450	vapor
385.00	2.0000	0.12583	7.9474	3594.2	5183.7	54.253	10.344	14.471	1491.9	-0.042078	1.0623e-05	0.22492	vapor
386.00	2.0000	0.12550	7.9681	3604.5	5198.2	54.291	10.345	14.471	1493.8	-0.042181	1.0643e-05	0.22534	vapor
387.00	2.0000	0.12518	7.9887	3614.9	5212.6	54.328	10.346	14.472	1495.7	-0.042283	1.0662e-05	0.22576	vapor
388.00	2.0000	0.12485	8.0093	3625.2	5227.1	54.366	10.347	14.473	1497.6	-0.042385	1.0681e-05	0.22619	vapor
389.00	2.0000	0.12453	8.0299	3635.6	5241.6	54.403	10.347	14.474	1499.5	-0.042486	1.0700e-05	0.22661	vapor
390.00	2.0000	0.12421	8.0506	3645.9	5256.0	54.440	10.348	14.474	1501.4	-0.042586	1.0719e-05	0.22703	vapor
391.00	2.0000	0.12390	8.0712	3656.3	5270.5	54.477	10.349	14.475	1503.3	-0.042686	1.0738e-05	0.22745	vapor
392.00	2.0000	0.12358	8.0918	3666.6	5285.0	54.514	10.350	14.476	1505.2	-0.042785	1.0757e-05	0.22787	vapor
393.00	2.0000	0.12327	8.1124	3677.0	5299.5	54.551	10.350	14.476	1507.1	-0.042884	1.0776e-05	0.22829	vapor
394.00	2.0000	0.12295	8.1331	3687.3	5313.9	54.588	10.351	14.477	1509.0	-0.042981	1.0795e-05	0.22870	vapor
395.00	2.0000	0.12264	8.1537	3697.7	5328.4	54.624	10.352	14.478	1510.9	-0.043079	1.0814e-05	0.22912	vapor
396.00	2.0000	0.12233	8.1743	3708.0	5342.9	54.661	10.352	14.478	1512.8	-0.043176	1.0833e-05	0.22954	vapor
397.00	2.0000	0.12203	8.1949	3718.4	5357.4	54.697	10.353	14.479	1514.7	-0.043272	1.0852e-05	0.22996	vapor
398.00	2.0000	0.12172	8.2156	3728.7	5371.9	54.734	10.353	14.480	1516.6	-0.043367	1.0871e-05	0.23037	vapor
399.00	2.0000	0.12142	8.2362	3739.1	5386.3	54.770	10.354	14.480	1518.5	-0.043462	1.0890e-05	0.23079	vapor
400.00	2.0000	0.12111	8.2568	3749.5	5400.8	54.806	10.355	14.481	1520.4	-0.043557	1.0909e-05	0.23121	vapor
