Temperature (K),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (Pa*s),Therm. Cond. (W/m*K),Phase
58.5,30,14.27,0.070075,530.71,740.94,18.035,6.538,14.43,646.66,0.27241,3.2519E-06,0.057358,supercritical
59.5,30,13.902,0.071933,539.46,755.26,18.278,6.5345,14.207,652.76,0.26644,3.2717E-06,0.057602,supercritical
60.5,30,13.556,0.073766,548.06,769.36,18.513,6.5324,14.007,658.76,0.26056,3.2924E-06,0.057871,supercritical
61.5,30,13.231,0.075578,556.54,783.28,18.741,6.5316,13.826,664.67,0.25479,0.000003314,0.05816,supercritical
62.5,30,12.925,0.07737,564.91,797.02,18.963,6.5321,13.662,670.49,0.24912,3.3363E-06,0.058468,supercritical
63.5,30,12.635,0.079144,573.17,810.61,19.179,6.5337,13.513,676.21,0.24356,3.3592E-06,0.058793,supercritical
64.5,30,12.361,0.0809,581.35,824.05,19.389,6.5366,13.378,681.84,0.23811,3.3827E-06,0.059134,supercritical
65.5,30,12.101,0.08264,589.44,837.37,19.594,6.5406,13.254,687.38,0.23277,3.4067E-06,0.059488,supercritical
66.5,30,11.853,0.084366,597.46,850.56,19.794,6.5457,13.142,692.84,0.22755,3.4311E-06,0.059855,supercritical
67.5,30,11.617,0.086077,605.42,863.65,19.989,6.5518,13.038,698.2,0.22243,3.4558E-06,0.060234,supercritical
68.5,30,11.393,0.087776,613.31,876.64,20.18,6.5591,12.944,703.49,0.21743,3.4809E-06,0.060623,supercritical
69.5,30,11.178,0.089462,621.16,889.54,20.367,6.5673,12.858,708.69,0.21254,3.5062E-06,0.061022,supercritical
70.5,30,10.972,0.091137,628.95,902.36,20.55,6.5765,12.779,713.81,0.20776,3.5318E-06,0.06143,supercritical
71.5,30,10.776,0.092801,636.7,915.1,20.73,6.5866,12.706,718.85,0.20308,3.5576E-06,0.061847,supercritical
72.5,30,10.587,0.094455,644.41,927.77,20.906,6.5977,12.64,723.82,0.1985,3.5836E-06,0.062272,supercritical
73.5,30,10.406,0.096099,652.09,940.38,21.078,6.6097,12.579,728.71,0.19403,3.6098E-06,0.062705,supercritical
74.5,30,10.232,0.097734,659.73,952.93,21.248,6.6226,12.524,733.53,0.18965,3.6361E-06,0.063144,supercritical
75.5,30,10.064,0.099361,667.35,965.43,21.415,6.6363,12.473,738.28,0.18538,3.6626E-06,0.06359,supercritical
76.5,30,9.9031,0.10098,674.95,977.88,21.578,6.6509,12.427,742.95,0.1812,3.6891E-06,0.064043,supercritical
77.5,30,9.7476,0.10259,682.52,990.29,21.739,6.6663,12.385,747.57,0.17711,3.7158E-06,0.064502,supercritical
78.5,30,9.5976,0.10419,690.08,1002.7,21.898,6.6825,12.347,752.12,0.17311,3.7425E-06,0.064967,supercritical
79.5,30,9.4528,0.10579,697.62,1015,22.054,6.6994,12.312,756.6,0.1692,3.7693E-06,0.065437,supercritical
80.5,30,9.3129,0.10738,705.14,1027.3,22.208,6.717,12.281,761.02,0.16538,3.7962E-06,0.065913,supercritical
81.5,30,9.1776,0.10896,712.66,1039.5,22.359,6.7354,12.253,765.39,0.16164,3.8231E-06,0.066394,supercritical
82.5,30,9.0467,0.11054,720.17,1051.8,22.508,6.7544,12.228,769.7,0.15798,3.8501E-06,0.06688,supercritical
83.5,30,8.9199,0.11211,727.68,1064,22.656,6.774,12.206,773.95,0.1544,3.8771E-06,0.067371,supercritical
84.5,30,8.797,0.11367,735.18,1076.2,22.801,6.7943,12.187,778.14,0.15091,3.9041E-06,0.067867,supercritical
85.5,30,8.6779,0.11524,742.67,1088.4,22.944,6.8152,12.17,782.29,0.14748,3.9312E-06,0.068367,supercritical
86.5,30,8.5624,0.11679,750.17,1100.5,23.086,6.8367,12.155,786.38,0.14414,3.9583E-06,0.068872,supercritical
87.5,30,8.4502,0.11834,757.67,1112.7,23.225,6.8587,12.142,790.43,0.14087,3.9853E-06,0.069381,supercritical
88.5,30,8.3412,0.11989,765.17,1124.8,23.363,6.8813,12.132,794.42,0.13766,4.0124E-06,0.069895,supercritical
89.5,30,8.2354,0.12143,772.67,1137,23.499,6.9043,12.123,798.37,0.13453,4.0395E-06,0.070412,supercritical
90.5,30,8.1324,0.12296,780.18,1149.1,23.634,6.9278,12.116,802.28,0.13147,4.0666E-06,0.070934,supercritical
91.5,30,8.0323,0.1245,787.69,1161.2,23.767,6.9518,12.111,806.14,0.12847,4.0936E-06,0.07146,supercritical
92.5,30,7.9349,0.12603,795.22,1173.3,23.899,6.9762,12.108,809.96,0.12554,4.1207E-06,0.07199,supercritical
93.5,30,7.84,0.12755,802.75,1185.4,24.029,7.001,12.106,813.74,0.12267,4.1477E-06,0.072523,supercritical
94.5,30,7.7476,0.12907,810.29,1197.5,24.158,7.0261,12.105,817.48,0.11986,4.1748E-06,0.073061,supercritical
95.5,30,7.6576,0.13059,817.84,1209.6,24.285,7.0517,12.106,821.19,0.11712,4.2018E-06,0.073602,supercritical
96.5,30,7.5698,0.1321,825.41,1221.7,24.411,7.0775,12.108,824.85,0.11443,4.2288E-06,0.074146,supercritical
97.5,30,7.4842,0.13361,832.99,1233.8,24.536,7.1037,12.112,828.48,0.1118,4.2557E-06,0.074695,supercritical
98.5,30,7.4007,0.13512,840.58,1245.9,24.66,7.1301,12.116,832.08,0.10922,4.2827E-06,0.075246,supercritical
99.5,30,7.3192,0.13663,848.18,1258.1,24.782,7.1568,12.122,835.64,0.10671,4.3096E-06,0.075801,supercritical
100.5,30,7.2396,0.13813,855.8,1270.2,24.903,7.1838,12.129,839.18,0.10424,4.3365E-06,0.07636,supercritical
101.5,30,7.1619,0.13963,863.44,1282.3,25.024,7.2109,12.136,842.68,0.10183,4.3633E-06,0.076921,supercritical
102.5,30,7.086,0.14112,871.09,1294.5,25.143,7.2383,12.145,846.15,0.099465,4.3901E-06,0.077486,supercritical
103.5,30,7.0118,0.14262,878.76,1306.6,25.261,7.2659,12.154,849.59,0.097153,4.4169E-06,0.078054,supercritical
104.5,30,6.9393,0.14411,886.45,1318.8,25.377,7.2936,12.164,853,0.09489,4.4436E-06,0.078625,supercritical
105.5,30,6.8683,0.1456,894.15,1330.9,25.493,7.3215,12.175,856.39,0.092674,4.4704E-06,0.079199,supercritical
106.5,30,6.799,0.14708,901.87,1343.1,25.608,7.3495,12.187,859.75,0.090504,0.000004497,0.079776,supercritical
107.5,30,6.7311,0.14856,909.62,1355.3,25.722,7.3776,12.199,863.09,0.08838,4.5237E-06,0.080356,supercritical
108.5,30,6.6646,0.15005,917.38,1367.5,25.835,7.4058,12.212,866.4,0.0863,4.5503E-06,0.080938,supercritical
109.5,30,6.5996,0.15152,925.16,1379.7,25.947,7.4341,12.225,869.68,0.084263,4.5768E-06,0.081523,supercritical
110.5,30,6.5359,0.153,932.96,1392,26.059,7.4625,12.239,872.95,0.082268,4.6033E-06,0.082111,supercritical
111.5,30,6.4735,0.15448,940.78,1404.2,26.169,7.4909,12.254,876.19,0.080315,4.6298E-06,0.082701,supercritical
112.5,30,6.4124,0.15595,948.63,1416.5,26.278,7.5194,12.268,879.41,0.078401,4.6562E-06,0.083294,supercritical
113.5,30,6.3524,0.15742,956.49,1428.8,26.387,7.5479,12.284,882.61,0.076527,4.6826E-06,0.083889,supercritical
114.5,30,6.2937,0.15889,964.38,1441,26.495,7.5763,12.3,885.79,0.074691,0.000004709,0.084487,supercritical
115.5,30,6.2361,0.16036,972.28,1453.3,26.602,7.6048,12.316,888.95,0.072892,4.7353E-06,0.085086,supercritical
116.5,30,6.1797,0.16182,980.21,1465.7,26.708,7.6333,12.332,892.1,0.071129,4.7616E-06,0.085688,supercritical
117.5,30,6.1243,0.16328,988.16,1478,26.814,7.6617,12.349,895.22,0.069402,4.7878E-06,0.086292,supercritical
118.5,30,6.0699,0.16475,996.13,1490.4,26.918,7.6901,12.366,898.33,0.06771,0.000004814,0.086899,supercritical
119.5,30,6.0166,0.16621,1004.1,1502.7,27.022,7.7185,12.384,901.42,0.066052,4.8401E-06,0.087507,supercritical
120.5,30,5.9643,0.16766,1012.1,1515.1,27.126,7.7468,12.402,904.49,0.064426,4.8662E-06,0.088116,supercritical
121.5,30,5.9129,0.16912,1020.2,1527.6,27.228,7.775,12.419,907.54,0.062833,4.8922E-06,0.088728,supercritical
122.5,30,5.8625,0.17058,1028.2,1540,27.33,7.8031,12.438,910.58,0.061271,4.9182E-06,0.089342,supercritical
123.5,30,5.8129,0.17203,1036.3,1552.4,27.431,7.8312,12.456,913.61,0.05974,4.9442E-06,0.089957,supercritical
124.5,30,5.7642,0.17348,1044.4,1564.9,27.532,7.8591,12.474,916.62,0.058238,4.9701E-06,0.090573,supercritical
125.5,30,5.7164,0.17493,1052.6,1577.4,27.632,7.887,12.493,919.62,0.056766,0.000004996,0.091192,supercritical
126.5,30,5.6694,0.17638,1060.7,1589.9,27.731,7.9147,12.512,922.6,0.055323,5.0218E-06,0.091811,supercritical
127.5,30,5.6233,0.17783,1068.9,1602.4,27.829,7.9423,12.531,925.57,0.053907,5.0476E-06,0.092432,supercritical
128.5,30,5.5779,0.17928,1077.1,1614.9,27.927,7.9698,12.55,928.52,0.052518,5.0733E-06,0.093055,supercritical
129.5,30,5.5333,0.18073,1085.3,1627.5,28.025,7.9972,12.569,931.46,0.051156,0.000005099,0.093678,supercritical
130.5,30,5.4894,0.18217,1093.6,1640.1,28.121,8.0244,12.588,934.39,0.04982,5.1246E-06,0.094303,supercritical
131.5,30,5.4462,0.18361,1101.8,1652.7,28.218,8.0515,12.607,937.31,0.048509,5.1502E-06,0.094929,supercritical
132.5,30,5.4038,0.18506,1110.1,1665.3,28.313,8.0784,12.626,940.22,0.047223,5.1758E-06,0.095555,supercritical
133.5,30,5.362,0.1865,1118.4,1677.9,28.408,8.1052,12.646,943.11,0.04596,5.2013E-06,0.096183,supercritical
134.5,30,5.3209,0.18794,1126.8,1690.6,28.503,8.1318,12.665,946,0.044721,5.2268E-06,0.096812,supercritical
135.5,30,5.2805,0.18938,1135.1,1703.3,28.597,8.1582,12.684,948.87,0.043506,5.2522E-06,0.097441,supercritical
136.5,30,5.2407,0.19081,1143.5,1716,28.69,8.1844,12.704,951.73,0.042312,5.2776E-06,0.098071,supercritical
137.5,30,5.2016,0.19225,1151.9,1728.7,28.783,8.2105,12.723,954.58,0.04114,5.3029E-06,0.098702,supercritical
138.5,30,5.163,0.19369,1160.3,1741.4,28.875,8.2364,12.742,957.42,0.03999,5.3282E-06,0.099333,supercritical
139.5,30,5.125,0.19512,1168.8,1754.1,28.967,8.2622,12.762,960.25,0.03886,5.3534E-06,0.099965,supercritical
140.5,30,5.0876,0.19655,1177.3,1766.9,29.058,8.2877,12.781,963.07,0.037751,5.3786E-06,0.1006,supercritical
141.5,30,5.0508,0.19799,1185.7,1779.7,29.149,8.3131,12.8,965.88,0.036662,5.4038E-06,0.10123,supercritical
142.5,30,5.0146,0.19942,1194.3,1792.5,29.239,8.3382,12.819,968.68,0.035592,5.4289E-06,0.10186,supercritical
143.5,30,4.9788,0.20085,1202.8,1805.4,29.329,8.3632,12.839,971.47,0.034541,0.000005454,0.1025,supercritical
144.5,30,4.9436,0.20228,1211.4,1818.2,29.418,8.388,12.858,974.26,0.033508,0.000005479,0.10313,supercritical
145.5,30,4.9089,0.20371,1219.9,1831.1,29.507,8.4126,12.877,977.03,0.032494,0.000005504,0.10377,supercritical
146.5,30,4.8748,0.20514,1228.5,1844,29.595,8.4369,12.896,979.8,0.031497,5.5289E-06,0.1044,supercritical
147.5,30,4.8411,0.20657,1237.2,1856.9,29.683,8.4611,12.914,982.55,0.030517,5.5538E-06,0.10503,supercritical
148.5,30,4.8079,0.20799,1245.8,1869.8,29.77,8.4851,12.933,985.3,0.029554,5.5786E-06,0.10567,supercritical
149.5,30,4.7751,0.20942,1254.5,1882.7,29.857,8.5089,12.952,988.04,0.028608,5.6035E-06,0.1063,supercritical
150.5,30,4.7429,0.21084,1263.2,1895.7,29.943,8.5324,12.971,990.78,0.027678,5.6282E-06,0.10694,supercritical
151.5,30,4.711,0.21227,1271.9,1908.7,30.029,8.5558,12.989,993.5,0.026763,5.6529E-06,0.10757,supercritical
152.5,30,4.6796,0.21369,1280.6,1921.7,30.115,8.5789,13.007,996.22,0.025864,5.6776E-06,0.1082,supercritical
153.5,30,4.6487,0.21511,1289.3,1934.7,30.2,8.6019,13.026,998.93,0.024979,5.7023E-06,0.10884,supercritical
154.5,30,4.6182,0.21654,1298.1,1947.7,30.284,8.6246,13.044,1001.6,0.02411,5.7269E-06,0.10947,supercritical
155.5,30,4.588,0.21796,1306.9,1960.8,30.369,8.6471,13.062,1004.3,0.023255,5.7514E-06,0.1101,supercritical
156.5,30,4.5583,0.21938,1315.7,1973.8,30.452,8.6694,13.08,1007,0.022413,5.7759E-06,0.11074,supercritical
157.5,30,4.529,0.2208,1324.5,1986.9,30.536,8.6915,13.098,1009.7,0.021586,5.8004E-06,0.11137,supercritical
158.5,30,4.5001,0.22222,1333.4,2000,30.619,8.7134,13.115,1012.4,0.020772,5.8249E-06,0.112,supercritical
159.5,30,4.4715,0.22364,1342.2,2013.2,30.701,8.7351,13.133,1015,0.019971,5.8493E-06,0.11263,supercritical
160.5,30,4.4433,0.22506,1351.1,2026.3,30.783,8.7566,13.15,1017.7,0.019182,5.8736E-06,0.11326,supercritical
161.5,30,4.4155,0.22647,1360,2039.5,30.865,8.7779,13.168,1020.3,0.018407,5.8979E-06,0.11389,supercritical
162.5,30,4.3881,0.22789,1369,2052.6,30.946,8.7989,13.185,1023,0.017643,5.9222E-06,0.11452,supercritical
163.5,30,4.361,0.22931,1377.9,2065.8,31.027,8.8197,13.202,1025.6,0.016892,5.9464E-06,0.11515,supercritical
164.5,30,4.3342,0.23072,1386.9,2079,31.108,8.8404,13.219,1028.3,0.016152,5.9706E-06,0.11578,supercritical
165.5,30,4.3078,0.23214,1395.9,2092.3,31.188,8.8608,13.236,1030.9,0.015424,5.9948E-06,0.1164,supercritical
166.5,30,4.2817,0.23355,1404.9,2105.5,31.268,8.881,13.252,1033.5,0.014706,6.0189E-06,0.11703,supercritical
167.5,30,4.2559,0.23497,1413.9,2118.8,31.347,8.901,13.269,1036.1,0.014,0.000006043,0.11766,supercritical
168.5,30,4.2305,0.23638,1422.9,2132,31.426,8.9208,13.285,1038.7,0.013305,0.000006067,0.11828,supercritical
169.5,30,4.2053,0.23779,1432,2145.3,31.505,8.9404,13.301,1041.3,0.01262,0.000006091,0.11891,supercritical
170.5,30,4.1805,0.23921,1441,2158.6,31.583,8.9598,13.317,1043.9,0.011945,0.000006115,0.11953,supercritical
171.5,30,4.156,0.24062,1450.1,2172,31.661,8.979,13.333,1046.5,0.011281,6.1389E-06,0.12015,supercritical
172.5,30,4.1317,0.24203,1459.2,2185.3,31.739,8.998,13.349,1049.1,0.010626,6.1628E-06,0.12077,supercritical
173.5,30,4.1078,0.24344,1468.4,2198.7,31.816,9.0168,13.365,1051.7,0.0099812,6.1866E-06,0.12139,supercritical
174.5,30,4.0841,0.24485,1477.5,2212,31.893,9.0353,13.38,1054.3,0.0093456,6.2104E-06,0.12201,supercritical
175.5,30,4.0607,0.24626,1486.6,2225.4,31.969,9.0537,13.396,1056.8,0.0087193,6.2342E-06,0.12263,supercritical
176.5,30,4.0376,0.24767,1495.8,2238.8,32.045,9.0719,13.411,1059.4,0.0081021,6.2579E-06,0.12325,supercritical
177.5,30,4.0148,0.24908,1505,2252.3,32.121,9.0899,13.426,1061.9,0.0074937,6.2816E-06,0.12387,supercritical
178.5,30,3.9922,0.25049,1514.2,2265.7,32.197,9.1077,13.441,1064.5,0.006894,6.3053E-06,0.12448,supercritical
179.5,30,3.9699,0.2519,1523.4,2279.1,32.272,9.1252,13.456,1067,0.0063029,6.3289E-06,0.1251,supercritical
180.5,30,3.9478,0.25331,1532.7,2292.6,32.347,9.1426,13.471,1069.6,0.0057201,6.3525E-06,0.12571,supercritical
181.5,30,3.926,0.25471,1541.9,2306.1,32.421,9.1598,13.485,1072.1,0.0051454,6.3761E-06,0.12632,supercritical
182.5,30,3.9044,0.25612,1551.2,2319.6,32.495,9.1768,13.499,1074.6,0.0045788,6.3996E-06,0.12693,supercritical
183.5,30,3.8831,0.25753,1560.5,2333.1,32.569,9.1936,13.514,1077.2,0.00402,6.4231E-06,0.12754,supercritical
184.5,30,3.862,0.25893,1569.8,2346.6,32.643,9.2103,13.528,1079.7,0.0034689,6.4465E-06,0.12815,supercritical
185.5,30,3.8412,0.26034,1579.1,2360.1,32.716,9.2267,13.542,1082.2,0.0029254,6.4699E-06,0.12876,supercritical
186.5,30,3.8205,0.26174,1588.5,2373.7,32.789,9.243,13.555,1084.7,0.0023892,6.4933E-06,0.12936,supercritical
187.5,30,3.8001,0.26315,1597.8,2387.2,32.861,9.259,13.569,1087.2,0.0018603,6.5167E-06,0.12997,supercritical
188.5,30,3.78,0.26455,1607.2,2400.8,32.933,9.2749,13.583,1089.7,0.0013385,0.00000654,0.13057,supercritical
189.5,30,3.76,0.26596,1616.5,2414.4,33.005,9.2906,13.596,1092.2,0.00082371,6.5632E-06,0.13118,supercritical
190.5,30,3.7403,0.26736,1625.9,2428,33.077,9.3061,13.609,1094.7,0.00031571,6.5865E-06,0.13178,supercritical
191.5,30,3.7207,0.26876,1635.3,2441.6,33.148,9.3214,13.622,1097.2,-0.00018559,6.6097E-06,0.13238,supercritical
192.5,30,3.7014,0.27017,1644.8,2455.3,33.219,9.3366,13.635,1099.7,-0.00068032,6.6328E-06,0.13298,supercritical
193.5,30,3.6823,0.27157,1654.2,2468.9,33.29,9.3516,13.648,1102.1,-0.0011686,0.000006656,0.13358,supercritical
194.5,30,3.6634,0.27297,1663.6,2482.6,33.36,9.3664,13.661,1104.6,-0.0016506,6.6791E-06,0.13417,supercritical
195.5,30,3.6446,0.27438,1673.1,2496.2,33.43,9.381,13.673,1107.1,-0.0021263,6.7021E-06,0.13477,supercritical
196.5,30,3.6261,0.27578,1682.6,2509.9,33.5,9.3955,13.685,1109.5,-0.002596,6.7252E-06,0.13536,supercritical
197.5,30,3.6078,0.27718,1692.1,2523.6,33.57,9.4097,13.698,1112,-0.0030597,6.7482E-06,0.13595,supercritical
198.5,30,3.5896,0.27858,1701.6,2537.3,33.639,9.4239,13.71,1114.4,-0.0035176,6.7712E-06,0.13654,supercritical
199.5,30,3.5717,0.27998,1711.1,2551,33.708,9.4378,13.722,1116.9,-0.0039696,6.7941E-06,0.13713,supercritical
200.5,30,3.5539,0.28138,1720.6,2564.7,33.776,9.4516,13.734,1119.3,-0.0044161,0.000006817,0.13772,supercritical
201.5,30,3.5363,0.28278,1730.1,2578.5,33.845,9.4652,13.745,1121.8,-0.004857,6.8399E-06,0.13831,supercritical
202.5,30,3.5189,0.28418,1739.7,2592.2,33.913,9.4786,13.757,1124.2,-0.0052925,6.8627E-06,0.1389,supercritical
203.5,30,3.5016,0.28558,1749.2,2606,33.981,9.4919,13.768,1126.6,-0.0057226,6.8855E-06,0.13948,supercritical
204.5,30,3.4846,0.28698,1758.8,2619.8,34.048,9.505,13.78,1129.1,-0.0061475,6.9083E-06,0.14007,supercritical
205.5,30,3.4677,0.28838,1768.4,2633.5,34.115,9.518,13.791,1131.5,-0.0065672,0.000006931,0.14065,supercritical
206.5,30,3.4509,0.28978,1778,2647.3,34.182,9.5308,13.802,1133.9,-0.0069819,6.9538E-06,0.14123,supercritical
207.5,30,3.4343,0.29118,1787.6,2661.2,34.249,9.5435,13.813,1136.3,-0.0073916,6.9764E-06,0.14181,supercritical
208.5,30,3.4179,0.29257,1797.2,2675,34.315,9.556,13.824,1138.7,-0.0077965,6.9991E-06,0.14239,supercritical
209.5,30,3.4017,0.29397,1806.9,2688.8,34.382,9.5683,13.834,1141.1,-0.0081965,7.0217E-06,0.14296,supercritical
210.5,30,3.3856,0.29537,1816.5,2702.6,34.447,9.5805,13.845,1143.5,-0.0085919,7.0443E-06,0.14354,supercritical
211.5,30,3.3696,0.29677,1826.2,2716.5,34.513,9.5925,13.855,1145.9,-0.0089826,7.0669E-06,0.14411,supercritical
212.5,30,3.3538,0.29816,1835.9,2730.4,34.578,9.6044,13.865,1148.3,-0.0093688,7.0894E-06,0.14468,supercritical
213.5,30,3.3382,0.29956,1845.5,2744.2,34.644,9.6161,13.876,1150.7,-0.0097505,7.1119E-06,0.14526,supercritical
214.5,30,3.3227,0.30096,1855.2,2758.1,34.708,9.6277,13.886,1153.1,-0.010128,7.1344E-06,0.14583,supercritical
215.5,30,3.3074,0.30235,1864.9,2772,34.773,9.6392,13.895,1155.5,-0.010501,7.1568E-06,0.14639,supercritical
216.5,30,3.2922,0.30375,1874.6,2785.9,34.837,9.6505,13.905,1157.8,-0.01087,7.1792E-06,0.14696,supercritical
217.5,30,3.2771,0.30515,1884.4,2799.8,34.902,9.6616,13.915,1160.2,-0.011234,7.2016E-06,0.14753,supercritical
218.5,30,3.2622,0.30654,1894.1,2813.7,34.965,9.6727,13.924,1162.6,-0.011595,0.000007224,0.14809,supercritical
219.5,30,3.2474,0.30794,1903.8,2827.7,35.029,9.6835,13.934,1164.9,-0.011951,7.2463E-06,0.14866,supercritical
220.5,30,3.2328,0.30933,1913.6,2841.6,35.092,9.6943,13.943,1167.3,-0.012304,7.2686E-06,0.14922,supercritical
221.5,30,3.2182,0.31073,1923.4,2855.5,35.155,9.7049,13.952,1169.7,-0.012652,7.2908E-06,0.14978,supercritical
222.5,30,3.2039,0.31212,1933.1,2869.5,35.218,9.7153,13.962,1172,-0.012997,7.3131E-06,0.15034,supercritical
223.5,30,3.1896,0.31352,1942.9,2883.5,35.281,9.7257,13.97,1174.4,-0.013338,7.3353E-06,0.1509,supercritical
224.5,30,3.1755,0.31491,1952.7,2897.4,35.343,9.7359,13.979,1176.7,-0.013676,7.3575E-06,0.15145,supercritical
225.5,30,3.1615,0.31631,1962.5,2911.4,35.405,9.7459,13.988,1179,-0.014009,7.3796E-06,0.15201,supercritical
226.5,30,3.1476,0.3177,1972.3,2925.4,35.467,9.7559,13.997,1181.4,-0.01434,7.4017E-06,0.15256,supercritical
