Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
160.50	30.000	4.4433	0.22506	1351.1	2026.3	30.783	8.7566	13.150	1017.7	0.019182	5.8736e-06	0.11326	supercritical
161.50	30.000	4.4155	0.22647	1360.0	2039.5	30.865	8.7779	13.168	1020.3	0.018407	5.8979e-06	0.11389	supercritical
162.50	30.000	4.3881	0.22789	1369.0	2052.6	30.946	8.7989	13.185	1023.0	0.017643	5.9222e-06	0.11452	supercritical
163.50	30.000	4.3610	0.22931	1377.9	2065.8	31.027	8.8197	13.202	1025.6	0.016892	5.9464e-06	0.11515	supercritical
164.50	30.000	4.3342	0.23072	1386.9	2079.0	31.108	8.8404	13.219	1028.3	0.016152	5.9706e-06	0.11578	supercritical
165.50	30.000	4.3078	0.23214	1395.9	2092.3	31.188	8.8608	13.236	1030.9	0.015424	5.9948e-06	0.11640	supercritical
166.50	30.000	4.2817	0.23355	1404.9	2105.5	31.268	8.8810	13.252	1033.5	0.014706	6.0189e-06	0.11703	supercritical
167.50	30.000	4.2559	0.23497	1413.9	2118.8	31.347	8.9010	13.269	1036.1	0.014000	6.0430e-06	0.11766	supercritical
168.50	30.000	4.2305	0.23638	1422.9	2132.0	31.426	8.9208	13.285	1038.7	0.013305	6.0670e-06	0.11828	supercritical
169.50	30.000	4.2053	0.23779	1432.0	2145.3	31.505	8.9404	13.301	1041.3	0.012620	6.0910e-06	0.11891	supercritical
170.50	30.000	4.1805	0.23921	1441.0	2158.6	31.583	8.9598	13.317	1043.9	0.011945	6.1150e-06	0.11953	supercritical
171.50	30.000	4.1560	0.24062	1450.1	2172.0	31.661	8.9790	13.333	1046.5	0.011281	6.1389e-06	0.12015	supercritical
172.50	30.000	4.1317	0.24203	1459.2	2185.3	31.739	8.9980	13.349	1049.1	0.010626	6.1628e-06	0.12077	supercritical
173.50	30.000	4.1078	0.24344	1468.4	2198.7	31.816	9.0168	13.365	1051.7	0.0099812	6.1866e-06	0.12139	supercritical
174.50	30.000	4.0841	0.24485	1477.5	2212.0	31.893	9.0353	13.380	1054.3	0.0093456	6.2104e-06	0.12201	supercritical
175.50	30.000	4.0607	0.24626	1486.6	2225.4	31.969	9.0537	13.396	1056.8	0.0087193	6.2342e-06	0.12263	supercritical
176.50	30.000	4.0376	0.24767	1495.8	2238.8	32.045	9.0719	13.411	1059.4	0.0081021	6.2579e-06	0.12325	supercritical
177.50	30.000	4.0148	0.24908	1505.0	2252.3	32.121	9.0899	13.426	1061.9	0.0074937	6.2816e-06	0.12387	supercritical
178.50	30.000	3.9922	0.25049	1514.2	2265.7	32.197	9.1077	13.441	1064.5	0.0068940	6.3053e-06	0.12448	supercritical
179.50	30.000	3.9699	0.25190	1523.4	2279.1	32.272	9.1252	13.456	1067.0	0.0063029	6.3289e-06	0.12510	supercritical
180.50	30.000	3.9478	0.25331	1532.7	2292.6	32.347	9.1426	13.471	1069.6	0.0057201	6.3525e-06	0.12571	supercritical
181.50	30.000	3.9260	0.25471	1541.9	2306.1	32.421	9.1598	13.485	1072.1	0.0051454	6.3761e-06	0.12632	supercritical
182.50	30.000	3.9044	0.25612	1551.2	2319.6	32.495	9.1768	13.499	1074.6	0.0045788	6.3996e-06	0.12693	supercritical
183.50	30.000	3.8831	0.25753	1560.5	2333.1	32.569	9.1936	13.514	1077.2	0.0040200	6.4231e-06	0.12754	supercritical
184.50	30.000	3.8620	0.25893	1569.8	2346.6	32.643	9.2103	13.528	1079.7	0.0034689	6.4465e-06	0.12815	supercritical
185.50	30.000	3.8412	0.26034	1579.1	2360.1	32.716	9.2267	13.542	1082.2	0.0029254	6.4699e-06	0.12876	supercritical
186.50	30.000	3.8205	0.26174	1588.5	2373.7	32.789	9.2430	13.555	1084.7	0.0023892	6.4933e-06	0.12936	supercritical
187.50	30.000	3.8001	0.26315	1597.8	2387.2	32.861	9.2590	13.569	1087.2	0.0018603	6.5167e-06	0.12997	supercritical
188.50	30.000	3.7800	0.26455	1607.2	2400.8	32.933	9.2749	13.583	1089.7	0.0013385	6.5400e-06	0.13057	supercritical
189.50	30.000	3.7600	0.26596	1616.5	2414.4	33.005	9.2906	13.596	1092.2	0.00082371	6.5632e-06	0.13118	supercritical
190.50	30.000	3.7403	0.26736	1625.9	2428.0	33.077	9.3061	13.609	1094.7	0.00031571	6.5865e-06	0.13178	supercritical
191.50	30.000	3.7207	0.26876	1635.3	2441.6	33.148	9.3214	13.622	1097.2	-0.00018559	6.6097e-06	0.13238	supercritical
192.50	30.000	3.7014	0.27017	1644.8	2455.3	33.219	9.3366	13.635	1099.7	-0.00068032	6.6328e-06	0.13298	supercritical
193.50	30.000	3.6823	0.27157	1654.2	2468.9	33.290	9.3516	13.648	1102.1	-0.0011686	6.6560e-06	0.13358	supercritical
194.50	30.000	3.6634	0.27297	1663.6	2482.6	33.360	9.3664	13.661	1104.6	-0.0016506	6.6791e-06	0.13417	supercritical
195.50	30.000	3.6446	0.27438	1673.1	2496.2	33.430	9.3810	13.673	1107.1	-0.0021263	6.7021e-06	0.13477	supercritical
196.50	30.000	3.6261	0.27578	1682.6	2509.9	33.500	9.3955	13.685	1109.5	-0.0025960	6.7252e-06	0.13536	supercritical
197.50	30.000	3.6078	0.27718	1692.1	2523.6	33.570	9.4097	13.698	1112.0	-0.0030597	6.7482e-06	0.13595	supercritical
198.50	30.000	3.5896	0.27858	1701.6	2537.3	33.639	9.4239	13.710	1114.4	-0.0035176	6.7712e-06	0.13654	supercritical
199.50	30.000	3.5717	0.27998	1711.1	2551.0	33.708	9.4378	13.722	1116.9	-0.0039696	6.7941e-06	0.13713	supercritical
200.50	30.000	3.5539	0.28138	1720.6	2564.7	33.776	9.4516	13.734	1119.3	-0.0044161	6.8170e-06	0.13772	supercritical
201.50	30.000	3.5363	0.28278	1730.1	2578.5	33.845	9.4652	13.745	1121.8	-0.0048570	6.8399e-06	0.13831	supercritical
202.50	30.000	3.5189	0.28418	1739.7	2592.2	33.913	9.4786	13.757	1124.2	-0.0052925	6.8627e-06	0.13890	supercritical
203.50	30.000	3.5016	0.28558	1749.2	2606.0	33.981	9.4919	13.768	1126.6	-0.0057226	6.8855e-06	0.13948	supercritical
204.50	30.000	3.4846	0.28698	1758.8	2619.8	34.048	9.5050	13.780	1129.1	-0.0061475	6.9083e-06	0.14007	supercritical
205.50	30.000	3.4677	0.28838	1768.4	2633.5	34.115	9.5180	13.791	1131.5	-0.0065672	6.9310e-06	0.14065	supercritical
206.50	30.000	3.4509	0.28978	1778.0	2647.3	34.182	9.5308	13.802	1133.9	-0.0069819	6.9538e-06	0.14123	supercritical
207.50	30.000	3.4343	0.29118	1787.6	2661.2	34.249	9.5435	13.813	1136.3	-0.0073916	6.9764e-06	0.14181	supercritical
208.50	30.000	3.4179	0.29257	1797.2	2675.0	34.315	9.5560	13.824	1138.7	-0.0077965	6.9991e-06	0.14239	supercritical
209.50	30.000	3.4017	0.29397	1806.9	2688.8	34.382	9.5683	13.834	1141.1	-0.0081965	7.0217e-06	0.14296	supercritical
210.50	30.000	3.3856	0.29537	1816.5	2702.6	34.447	9.5805	13.845	1143.5	-0.0085919	7.0443e-06	0.14354	supercritical
211.50	30.000	3.3696	0.29677	1826.2	2716.5	34.513	9.5925	13.855	1145.9	-0.0089826	7.0669e-06	0.14411	supercritical
212.50	30.000	3.3538	0.29816	1835.9	2730.4	34.578	9.6044	13.865	1148.3	-0.0093688	7.0894e-06	0.14468	supercritical
213.50	30.000	3.3382	0.29956	1845.5	2744.2	34.644	9.6161	13.876	1150.7	-0.0097505	7.1119e-06	0.14526	supercritical
214.50	30.000	3.3227	0.30096	1855.2	2758.1	34.708	9.6277	13.886	1153.1	-0.010128	7.1344e-06	0.14583	supercritical
215.50	30.000	3.3074	0.30235	1864.9	2772.0	34.773	9.6392	13.895	1155.5	-0.010501	7.1568e-06	0.14639	supercritical
216.50	30.000	3.2922	0.30375	1874.6	2785.9	34.837	9.6505	13.905	1157.8	-0.010870	7.1792e-06	0.14696	supercritical
217.50	30.000	3.2771	0.30515	1884.4	2799.8	34.902	9.6616	13.915	1160.2	-0.011234	7.2016e-06	0.14753	supercritical
218.50	30.000	3.2622	0.30654	1894.1	2813.7	34.965	9.6727	13.924	1162.6	-0.011595	7.2240e-06	0.14809	supercritical
219.50	30.000	3.2474	0.30794	1903.8	2827.7	35.029	9.6835	13.934	1164.9	-0.011951	7.2463e-06	0.14866	supercritical
220.50	30.000	3.2328	0.30933	1913.6	2841.6	35.092	9.6943	13.943	1167.3	-0.012304	7.2686e-06	0.14922	supercritical
221.50	30.000	3.2182	0.31073	1923.4	2855.5	35.155	9.7049	13.952	1169.7	-0.012652	7.2908e-06	0.14978	supercritical
222.50	30.000	3.2039	0.31212	1933.1	2869.5	35.218	9.7153	13.962	1172.0	-0.012997	7.3131e-06	0.15034	supercritical
223.50	30.000	3.1896	0.31352	1942.9	2883.5	35.281	9.7257	13.970	1174.4	-0.013338	7.3353e-06	0.15090	supercritical
224.50	30.000	3.1755	0.31491	1952.7	2897.4	35.343	9.7359	13.979	1176.7	-0.013676	7.3575e-06	0.15145	supercritical
225.50	30.000	3.1615	0.31631	1962.5	2911.4	35.405	9.7459	13.988	1179.0	-0.014009	7.3796e-06	0.15201	supercritical
226.50	30.000	3.1476	0.31770	1972.3	2925.4	35.467	9.7559	13.997	1181.4	-0.014340	7.4017e-06	0.15256	supercritical
227.50	30.000	3.1339	0.31909	1982.1	2939.4	35.529	9.7657	14.005	1183.7	-0.014666	7.4238e-06	0.15312	supercritical
228.50	30.000	3.1203	0.32049	1992.0	2953.4	35.591	9.7754	14.014	1186.0	-0.014989	7.4459e-06	0.15367	supercritical
229.50	30.000	3.1067	0.32188	2001.8	2967.4	35.652	9.7849	14.022	1188.4	-0.015309	7.4679e-06	0.15422	supercritical
230.50	30.000	3.0934	0.32327	2011.6	2981.5	35.713	9.7943	14.030	1190.7	-0.015626	7.4900e-06	0.15477	supercritical
231.50	30.000	3.0801	0.32467	2021.5	2995.5	35.773	9.8036	14.038	1193.0	-0.015939	7.5119e-06	0.15531	supercritical
232.50	30.000	3.0669	0.32606	2031.4	3009.5	35.834	9.8128	14.046	1195.3	-0.016249	7.5339e-06	0.15586	supercritical
233.50	30.000	3.0539	0.32745	2041.2	3023.6	35.894	9.8219	14.054	1197.6	-0.016555	7.5558e-06	0.15641	supercritical
234.50	30.000	3.0410	0.32884	2051.1	3037.7	35.954	9.8308	14.062	1199.9	-0.016859	7.5777e-06	0.15695	supercritical
235.50	30.000	3.0281	0.33024	2061.0	3051.7	36.014	9.8396	14.069	1202.2	-0.017159	7.5996e-06	0.15749	supercritical
236.50	30.000	3.0154	0.33163	2070.9	3065.8	36.074	9.8484	14.077	1204.5	-0.017456	7.6215e-06	0.15803	supercritical
237.50	30.000	3.0028	0.33302	2080.8	3079.9	36.133	9.8569	14.085	1206.8	-0.017751	7.6433e-06	0.15857	supercritical
238.50	30.000	2.9903	0.33441	2090.7	3094.0	36.192	9.8654	14.092	1209.1	-0.018042	7.6651e-06	0.15911	supercritical
239.50	30.000	2.9779	0.33580	2100.6	3108.1	36.251	9.8738	14.099	1211.4	-0.018331	7.6869e-06	0.15965	supercritical
240.50	30.000	2.9657	0.33719	2110.6	3122.2	36.310	9.8820	14.106	1213.7	-0.018616	7.7086e-06	0.16019	supercritical
241.50	30.000	2.9535	0.33858	2120.5	3136.3	36.369	9.8902	14.113	1216.0	-0.018899	7.7303e-06	0.16072	supercritical
242.50	30.000	2.9414	0.33998	2130.5	3150.4	36.427	9.8982	14.120	1218.3	-0.019179	7.7520e-06	0.16126	supercritical
243.50	30.000	2.9294	0.34137	2140.4	3164.5	36.485	9.9061	14.127	1220.5	-0.019457	7.7737e-06	0.16179	supercritical
244.50	30.000	2.9175	0.34276	2150.4	3178.6	36.543	9.9139	14.134	1222.8	-0.019731	7.7953e-06	0.16232	supercritical
245.50	30.000	2.9057	0.34415	2160.3	3192.8	36.601	9.9216	14.141	1225.1	-0.020003	7.8170e-06	0.16285	supercritical
246.50	30.000	2.8940	0.34554	2170.3	3206.9	36.658	9.9292	14.147	1227.3	-0.020272	7.8385e-06	0.16338	supercritical
247.50	30.000	2.8824	0.34693	2180.3	3221.1	36.716	9.9367	14.154	1229.6	-0.020539	7.8601e-06	0.16391	supercritical
248.50	30.000	2.8709	0.34832	2190.3	3235.2	36.773	9.9441	14.160	1231.9	-0.020803	7.8817e-06	0.16443	supercritical
249.50	30.000	2.8595	0.34971	2200.3	3249.4	36.830	9.9514	14.167	1234.1	-0.021065	7.9032e-06	0.16496	supercritical
250.50	30.000	2.8482	0.35110	2210.3	3263.6	36.886	9.9586	14.173	1236.4	-0.021324	7.9247e-06	0.16548	supercritical
251.50	30.000	2.8370	0.35249	2220.3	3277.7	36.943	9.9657	14.179	1238.6	-0.021581	7.9461e-06	0.16600	supercritical
252.50	30.000	2.8259	0.35388	2230.3	3291.9	36.999	9.9726	14.185	1240.9	-0.021836	7.9676e-06	0.16653	supercritical
253.50	30.000	2.8148	0.35526	2240.3	3306.1	37.055	9.9795	14.191	1243.1	-0.022088	7.9890e-06	0.16705	supercritical
254.50	30.000	2.8038	0.35665	2250.3	3320.3	37.111	9.9863	14.197	1245.3	-0.022337	8.0104e-06	0.16757	supercritical
255.50	30.000	2.7930	0.35804	2260.4	3334.5	37.167	9.9930	14.203	1247.6	-0.022585	8.0318e-06	0.16808	supercritical
256.50	30.000	2.7822	0.35943	2270.4	3348.7	37.222	9.9996	14.209	1249.8	-0.022830	8.0531e-06	0.16860	supercritical
257.50	30.000	2.7715	0.36082	2280.5	3362.9	37.277	10.006	14.214	1252.0	-0.023073	8.0744e-06	0.16912	supercritical
258.50	30.000	2.7608	0.36221	2290.5	3377.1	37.333	10.013	14.220	1254.3	-0.023314	8.0957e-06	0.16963	supercritical
259.50	30.000	2.7503	0.36360	2300.6	3391.4	37.387	10.019	14.225	1256.5	-0.023552	8.1170e-06	0.17015	supercritical
260.50	30.000	2.7398	0.36498	2310.6	3405.6	37.442	10.025	14.231	1258.7	-0.023789	8.1383e-06	0.17066	supercritical
261.50	30.000	2.7295	0.36637	2320.7	3419.8	37.497	10.031	14.236	1260.9	-0.024023	8.1595e-06	0.17117	supercritical
262.50	30.000	2.7192	0.36776	2330.8	3434.1	37.551	10.037	14.241	1263.1	-0.024255	8.1807e-06	0.17168	supercritical
263.50	30.000	2.7089	0.36915	2340.9	3448.3	37.605	10.043	14.246	1265.3	-0.024486	8.2019e-06	0.17219	supercritical
264.50	30.000	2.6988	0.37054	2350.9	3462.5	37.659	10.049	14.251	1267.6	-0.024714	8.2231e-06	0.17270	supercritical
265.50	30.000	2.6887	0.37192	2361.0	3476.8	37.713	10.055	14.256	1269.8	-0.024940	8.2442e-06	0.17321	supercritical
266.50	30.000	2.6787	0.37331	2371.1	3491.1	37.767	10.061	14.261	1272.0	-0.025164	8.2653e-06	0.17371	supercritical
267.50	30.000	2.6688	0.37470	2381.2	3505.3	37.820	10.066	14.266	1274.2	-0.025386	8.2864e-06	0.17422	supercritical
268.50	30.000	2.6590	0.37609	2391.3	3519.6	37.873	10.072	14.271	1276.3	-0.025607	8.3075e-06	0.17472	supercritical
269.50	30.000	2.6492	0.37747	2401.5	3533.9	37.926	10.077	14.276	1278.5	-0.025825	8.3285e-06	0.17522	supercritical
270.50	30.000	2.6395	0.37886	2411.6	3548.1	37.979	10.083	14.281	1280.7	-0.026042	8.3495e-06	0.17572	supercritical
271.50	30.000	2.6299	0.38025	2421.7	3562.4	38.032	10.088	14.285	1282.9	-0.026257	8.3705e-06	0.17623	supercritical
272.50	30.000	2.6203	0.38163	2431.8	3576.7	38.084	10.093	14.290	1285.1	-0.026470	8.3915e-06	0.17672	supercritical
273.50	30.000	2.6108	0.38302	2442.0	3591.0	38.137	10.099	14.294	1287.3	-0.026681	8.4125e-06	0.17722	supercritical
274.50	30.000	2.6014	0.38441	2452.1	3605.3	38.189	10.104	14.298	1289.4	-0.026890	8.4334e-06	0.17772	supercritical
275.50	30.000	2.5921	0.38579	2462.2	3619.6	38.241	10.109	14.303	1291.6	-0.027098	8.4543e-06	0.17822	supercritical
276.50	30.000	2.5828	0.38718	2472.4	3633.9	38.293	10.114	14.307	1293.8	-0.027304	8.4752e-06	0.17871	supercritical
277.50	30.000	2.5736	0.38856	2482.5	3648.2	38.344	10.118	14.311	1296.0	-0.027508	8.4961e-06	0.17921	supercritical
278.50	30.000	2.5644	0.38995	2492.7	3662.5	38.396	10.123	14.315	1298.1	-0.027711	8.5170e-06	0.17970	supercritical
279.50	30.000	2.5553	0.39134	2502.8	3676.8	38.447	10.128	14.319	1300.3	-0.027911	8.5378e-06	0.18019	supercritical
280.50	30.000	2.5463	0.39272	2513.0	3691.2	38.498	10.133	14.323	1302.4	-0.028111	8.5586e-06	0.18068	supercritical
281.50	30.000	2.5374	0.39411	2523.2	3705.5	38.549	10.137	14.327	1304.6	-0.028308	8.5794e-06	0.18118	supercritical
282.50	30.000	2.5285	0.39549	2533.3	3719.8	38.600	10.142	14.331	1306.7	-0.028504	8.6001e-06	0.18166	supercritical
283.50	30.000	2.5197	0.39688	2543.5	3734.2	38.651	10.146	14.335	1308.9	-0.028699	8.6209e-06	0.18215	supercritical
284.50	30.000	2.5109	0.39826	2553.7	3748.5	38.701	10.150	14.339	1311.0	-0.028892	8.6416e-06	0.18264	supercritical
285.50	30.000	2.5022	0.39965	2563.9	3762.8	38.752	10.155	14.342	1313.2	-0.029083	8.6623e-06	0.18313	supercritical
286.50	30.000	2.4936	0.40103	2574.1	3777.2	38.802	10.159	14.346	1315.3	-0.029273	8.6830e-06	0.18361	supercritical
287.50	30.000	2.4850	0.40242	2584.3	3791.5	38.852	10.163	14.350	1317.5	-0.029461	8.7037e-06	0.18410	supercritical
288.50	30.000	2.4764	0.40380	2594.5	3805.9	38.902	10.167	14.353	1319.6	-0.029648	8.7243e-06	0.18458	supercritical
289.50	30.000	2.4680	0.40519	2604.7	3820.2	38.951	10.171	14.357	1321.7	-0.029833	8.7449e-06	0.18506	supercritical
290.50	30.000	2.4596	0.40657	2614.9	3834.6	39.001	10.175	14.360	1323.8	-0.030017	8.7655e-06	0.18555	supercritical
291.50	30.000	2.4512	0.40796	2625.1	3849.0	39.050	10.179	14.363	1326.0	-0.030200	8.7861e-06	0.18603	supercritical
292.50	30.000	2.4429	0.40934	2635.3	3863.3	39.099	10.183	14.367	1328.1	-0.030381	8.8067e-06	0.18651	supercritical
293.50	30.000	2.4347	0.41073	2645.5	3877.7	39.148	10.187	14.370	1330.2	-0.030561	8.8272e-06	0.18699	supercritical
294.50	30.000	2.4265	0.41211	2655.7	3892.1	39.197	10.191	14.373	1332.3	-0.030739	8.8477e-06	0.18747	supercritical
295.50	30.000	2.4184	0.41350	2665.9	3906.4	39.246	10.194	14.376	1334.4	-0.030916	8.8682e-06	0.18794	supercritical
296.50	30.000	2.4103	0.41488	2676.2	3920.8	39.295	10.198	14.379	1336.6	-0.031091	8.8887e-06	0.18842	supercritical
297.50	30.000	2.4023	0.41627	2686.4	3935.2	39.343	10.201	14.382	1338.7	-0.031266	8.9092e-06	0.18889	supercritical
298.50	30.000	2.3944	0.41765	2696.6	3949.6	39.391	10.205	14.385	1340.8	-0.031439	8.9296e-06	0.18937	supercritical
299.50	30.000	2.3864	0.41903	2706.9	3964.0	39.439	10.208	14.388	1342.9	-0.031610	8.9500e-06	0.18984	supercritical
300.50	30.000	2.3786	0.42042	2717.1	3978.4	39.487	10.212	14.391	1345.0	-0.031781	8.9704e-06	0.19032	supercritical
301.50	30.000	2.3708	0.42180	2727.3	3992.7	39.535	10.215	14.394	1347.1	-0.031950	8.9908e-06	0.19079	supercritical
302.50	30.000	2.3630	0.42318	2737.6	4007.1	39.583	10.218	14.397	1349.2	-0.032118	9.0112e-06	0.19126	supercritical
303.50	30.000	2.3553	0.42457	2747.8	4021.5	39.630	10.222	14.399	1351.3	-0.032284	9.0315e-06	0.19173	supercritical
304.50	30.000	2.3477	0.42595	2758.1	4035.9	39.678	10.225	14.402	1353.4	-0.032449	9.0518e-06	0.19220	supercritical
305.50	30.000	2.3401	0.42734	2768.3	4050.3	39.725	10.228	14.405	1355.4	-0.032614	9.0721e-06	0.19267	supercritical
306.50	30.000	2.3325	0.42872	2778.6	4064.7	39.772	10.231	14.407	1357.5	-0.032776	9.0924e-06	0.19314	supercritical
307.50	30.000	2.3250	0.43010	2788.9	4079.2	39.819	10.234	14.410	1359.6	-0.032938	9.1127e-06	0.19360	supercritical
308.50	30.000	2.3176	0.43149	2799.1	4093.6	39.866	10.237	14.412	1361.7	-0.033099	9.1330e-06	0.19407	supercritical
309.50	30.000	2.3102	0.43287	2809.4	4108.0	39.912	10.240	14.415	1363.8	-0.033258	9.1532e-06	0.19454	supercritical
